STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Mar-12-2016,10,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 5,Low,Mar-05-2016,9,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Mar-05-2016,9,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 5,Low,Mar-12-2016,10,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Mar-12-2016,10,2015-16
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 5,Low,Mar-12-2016,10,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Mar-12-2016,10,2015-16
Ohio,http://www.flu.ohio.gov%20,"Influenza Information",Level 5,Low,Mar-12-2016,10,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 5,Low,Mar-12-2016,10,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 5,Low,Mar-12-2016,10,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Mar-12-2016,10,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 5,Low,Mar-05-2016,9,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 5,Low,Mar-05-2016,9,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 5,Low,Mar-05-2016,9,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 5,Low,Mar-05-2016,9,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Mar-05-2016,9,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 5,Low,Mar-05-2016,9,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 5,Low,Feb-27-2016,8,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 5,Low,Feb-27-2016,8,2015-16
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 5,Low,Feb-27-2016,8,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 5,Low,Feb-27-2016,8,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 5,Low,Feb-27-2016,8,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 5,Low,Feb-27-2016,8,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Feb-20-2016,7,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 5,Low,Feb-20-2016,7,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 5,Low,Feb-20-2016,7,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 5,Low,Feb-20-2016,7,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 5,Low,Feb-20-2016,7,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 5,Low,Feb-20-2016,7,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Feb-06-2016,5,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 5,Low,Feb-06-2016,5,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 5,Low,Feb-06-2016,5,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 5,Low,Feb-13-2016,6,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 5,Low,Feb-06-2016,5,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 5,Low,Feb-13-2016,6,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Feb-13-2016,6,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,"Influenza Information",Level 5,Low,Feb-13-2016,6,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 5,Low,Feb-06-2016,5,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Jan-30-2016,4,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 5,Low,Jan-30-2016,4,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 5,Low,Jan-30-2016,4,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 5,Low,Jan-23-2016,3,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 5,Low,Jan-23-2016,3,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-16-2016,2,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-09-2016,1,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 5,Low,Jan-02-2016,52,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,Jan-02-2016,52,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 5,Low,Jan-02-2016,52,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-02-2016,52,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 5,Low,Dec-26-2015,51,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 5,Low,Jan-02-2016,52,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 5,Low,Dec-26-2015,51,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Dec-26-2015,51,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,Nov-07-2015,44,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Nov-14-2015,45,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Dec-26-2015,51,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Dec-26-2015,51,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Dec-05-2015,48,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Nov-28-2015,47,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 6,Moderate,Nov-28-2015,47,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Nov-21-2015,46,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 6,Moderate,Dec-26-2015,51,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 6,Moderate,Jan-02-2016,52,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 6,Moderate,Jan-02-2016,52,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 6,Moderate,Jan-16-2016,2,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 6,Moderate,Jan-23-2016,3,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 6,Moderate,Jan-30-2016,4,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Jan-23-2016,3,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 6,Moderate,Feb-06-2016,5,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 6,Moderate,Feb-13-2016,6,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 6,Moderate,Feb-13-2016,6,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 6,Moderate,Feb-13-2016,6,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 6,Moderate,Feb-13-2016,6,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 6,Moderate,Feb-20-2016,7,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 6,Moderate,Feb-20-2016,7,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 6,Moderate,Feb-13-2016,6,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 6,Moderate,Feb-20-2016,7,2015-16
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 6,Moderate,Feb-20-2016,7,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 6,Moderate,Feb-20-2016,7,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Feb-27-2016,8,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Feb-27-2016,8,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 6,Moderate,Feb-27-2016,8,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Feb-27-2016,8,2015-16
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 6,Moderate,Feb-27-2016,8,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 6,Moderate,Feb-27-2016,8,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Mar-05-2016,9,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 6,Moderate,Mar-05-2016,9,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 6,Moderate,Mar-05-2016,9,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 6,Moderate,Mar-12-2016,10,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 6,Moderate,Mar-12-2016,10,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 6,Moderate,Mar-12-2016,10,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 6,Moderate,Mar-12-2016,10,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Mar-05-2016,9,2015-16
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 6,Moderate,Mar-05-2016,9,2015-16
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 6,Moderate,Mar-12-2016,10,2015-16
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 6,Moderate,Mar-12-2016,10,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 6,Moderate,Mar-19-2016,11,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 6,Moderate,Mar-19-2016,11,2015-16
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 6,Moderate,Mar-19-2016,11,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 6,Moderate,Mar-19-2016,11,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 6,Moderate,Mar-19-2016,11,2015-16
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 6,Moderate,Mar-19-2016,11,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Mar-26-2016,12,2015-16
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 6,Moderate,Mar-26-2016,12,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 6,Moderate,Mar-26-2016,12,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 6,Moderate,Apr-02-2016,13,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Apr-02-2016,13,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 6,Moderate,Apr-02-2016,13,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Apr-02-2016,13,2015-16
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 6,Moderate,Apr-02-2016,13,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 6,Moderate,Apr-02-2016,13,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Apr-16-2016,15,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Nov-26-2016,47,2016-17
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 6,Moderate,Nov-26-2016,47,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Dec-10-2016,49,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 6,Moderate,Dec-17-2016,50,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 6,Moderate,Dec-17-2016,50,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Dec-24-2016,51,2016-17
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 6,Moderate,Dec-17-2016,50,2016-17
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 6,Moderate,Dec-24-2016,51,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 6,Moderate,Dec-31-2016,52,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 6,Moderate,Jan-07-2017,1,2016-17
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 6,Moderate,Jan-07-2017,1,2016-17
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 6,Moderate,Jan-14-2017,2,2016-17
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 6,Moderate,Jan-14-2017,2,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 6,Moderate,Jan-14-2017,2,2016-17
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 6,Moderate,Jan-14-2017,2,2016-17
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 6,Moderate,Jan-28-2017,4,2016-17
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 6,Moderate,Jan-28-2017,4,2016-17
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 6,Moderate,Jan-28-2017,4,2016-17
